,Cumulative_shifted,Correct_start,Correct_stop,Episode_order,Season,Episode,Start_formatted,Stop_formatted,Speaker,Actual,
204,108188,678.995312500017,679.569062499999,101,1,1,0 days 00:11:18.995313,0 days 00:11:19.569062,6,,
205,108188,680.885312500017,685.441562499997,101,1,1,0 days 00:11:20.885313,0 days 00:11:25.441562,6,,
206,108188,685.441562499997,687.905312500006,101,1,1,0 days 00:11:25.441562,0 days 00:11:27.905313,0,,
207,108188,689.778437500019,690.942812499998,101,1,1,0 days 00:11:29.778438,0 days 00:11:30.942812,5,,
208,108188,690.942812499998,692.495312500018,101,1,1,0 days 00:11:30.942812,0 days 00:11:32.495313,13,,
209,108188,692.495312500018,693.5078125,101,1,1,0 days 00:11:32.495313,0 days 00:11:33.507812,1,,
210,108188,693.5078125,693.980312500018,101,1,1,0 days 00:11:33.507812,0 days 00:11:33.980313,6,,
211,108188,694.030937500007,695.819687499999,101,1,1,0 days 00:11:34.030938,0 days 00:11:35.819687,6,,
212,108188,700.274687500016,705.505937499998,101,1,1,0 days 00:11:40.274688,0 days 00:11:45.505937,5,,
213,108188,705.505937499998,708.999062500006,101,1,1,0 days 00:11:45.505937,0 days 00:11:48.999063,3,,
214,108188,708.999062500006,709.944062499999,101,1,1,0 days 00:11:48.999063,0 days 00:11:49.944062,11,,
215,108188,710.281562499993,712.306562500016,101,1,1,0 days 00:11:50.281562,0 days 00:11:52.306563,11,,
216,108188,712.306562500016,715.040312500016,101,1,1,0 days 00:11:52.306563,0 days 00:11:55.040313,6,,
217,108188,715.327187500006,716.002187499995,101,1,1,0 days 00:11:55.327188,0 days 00:11:56.002187,6,,
218,108188,723.005312499998,724.979687500017,101,1,1,0 days 00:12:03.005312,0 days 00:12:04.979688,18,,
219,108188,726.228437500016,726.937187500007,101,1,1,0 days 00:12:06.228438,0 days 00:12:06.937188,18,,
220,108188,726.937187500007,730.818437499998,101,1,1,0 days 00:12:06.937188,0 days 00:12:10.818437,12,,
221,108188,732.438437499994,733.771562499998,101,1,1,0 days 00:12:12.438437,0 days 00:12:13.771562,18,,
222,108188,737.365937499999,739.390937499993,101,1,1,0 days 00:12:17.365937,0 days 00:12:19.390937,18,,
223,108188,742.479062500017,744.858437500006,101,1,1,0 days 00:12:22.479063,0 days 00:12:24.858438,18,,
224,108188,747.136562500018,749.937812499993,101,1,1,0 days 00:12:27.136563,0 days 00:12:29.937812,18,,
225,108188,749.937812499993,761.615312499998,101,1,1,0 days 00:12:29.937812,0 days 00:12:41.615312,12,,
226,108188,776.482187500005,777.241562499999,101,1,1,0 days 00:12:56.482188,0 days 00:12:57.241562,18,,
227,108188,777.258437500015,782.9453125,101,1,1,0 days 00:12:57.258438,0 days 00:13:02.945312,18,,
228,108188,782.9453125,783.451562500006,101,1,1,0 days 00:13:02.945312,0 days 00:13:03.451563,16,,
229,108188,783.451562500006,784.497812500005,101,1,1,0 days 00:13:03.451563,0 days 00:13:04.497813,0,,
230,108188,783.856562500019,784.413437499999,101,1,1,0 days 00:13:03.856563,0 days 00:13:04.413437,24,,
231,108188,784.497812500005,787.720937499995,101,1,1,0 days 00:13:04.497813,0 days 00:13:07.720937,3,,
232,108188,790.927187499998,792.057812500017,101,1,1,0 days 00:13:10.927187,0 days 00:13:12.057813,3,,
233,108188,793.323437500017,794.319062499999,101,1,1,0 days 00:13:13.323438,0 days 00:13:14.319062,14,,
234,108188,794.926562499997,795.500312499993,101,1,1,0 days 00:13:14.926562,0 days 00:13:15.500312,14,,
235,108188,795.500312499993,799.887812500019,101,1,1,0 days 00:13:15.500312,0 days 00:13:19.887813,1,,
236,108188,801.760937500018,802.199687500019,101,1,1,0 days 00:13:21.760938,0 days 00:13:22.199688,6,,
237,108188,802.503437499996,803.6171875,101,1,1,0 days 00:13:22.503437,0 days 00:13:23.617188,6,,
238,108188,804.359687499993,805.372187500019,101,1,1,0 days 00:13:24.359687,0 days 00:13:25.372188,6,,
239,108188,805.743437500016,806.435312500005,101,1,1,0 days 00:13:25.743438,0 days 00:13:26.435313,6,,
240,108188,811.784687499996,816.492812500015,101,1,1,0 days 00:13:31.784687,0 days 00:13:36.492813,14,,
241,108188,816.948437500017,817.471562499995,101,1,1,0 days 00:13:36.948438,0 days 00:13:37.471562,1,,
242,108188,817.876562499994,819.867812500015,101,1,1,0 days 00:13:37.876562,0 days 00:13:39.867813,1,,
243,108188,822.871562500019,823.327187500006,101,1,1,0 days 00:13:42.871563,0 days 00:13:43.327188,3,,
244,108188,823.816562499997,826.938437499994,101,1,1,0 days 00:13:43.816562,0 days 00:13:46.938437,3,,
245,108188,826.938437499994,827.8665625,101,1,1,0 days 00:13:46.938437,0 days 00:13:47.866562,1,,
